x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,y
13.45237988,17.7276533,16.42362055,3.238052296,8.910113281,0.778942879,4.565755674,15.59885002,-27.22612895,16.02515133,3.435631133,22.25305995,12.6947061,1.896248497,9.114941797,-7.990499646,-1.272025777,24.03503996,23.53141652,4.179925766,7.662326407,-11.63837728,-5.98422904,-13.15949152,7.966438419,8.366983633,20.90133514,25.2000844,-2.08250257,-10.28056142,5.75808745,-1.275215805,-5.45822374,13.17184187,-6.51907399,-1.001276118,-4.433639632,5.800464064,-7.570750185,14.1734747,-3.938816966,6.502397235,-8.386313458,-3.128640018,2.915763002,47.24258149,0.070722221,-7.561922835,18.63162591,-16.03480887,4.365944547
9.71979858,3.047729904,-4.350319874,6.909118229,17.96104692,-10.41419772,6.464820036,15.55157068,-37.72748082,14.62573015,-1.946735799,7.020674586,9.740635502,5.055654794,12.44043321,-8.903153936,-8.637932765,12.22500579,18.58021097,5.437767026,-16.31599093,-15.82744952,-6.2329286,4.895118469,1.055864591,-2.038509395,19.43939566,4.387753447,10.85269172,6.1848396,12.0312057,1.040894092,-3.897053344,9.217261892,-18.05848167,-15.3707934,-4.0358179,4.945607271,-7.751491931,9.893134055,-27.62333995,11.88023147,-15.71097181,18.78333503,1.282578438,11.0144599,-6.434170551,12.27781865,13.87364127,-30.03266831,1.878161547
14.05088712,21.05849764,15.69919685,11.04933676,4.559345371,-2.277054228,4.217289889,13.81544486,-2.826772969,16.18413431,0.298212372,13.69580642,9.781270881,-9.446068124,9.994389135,-7.283057708,-10.75164115,19.35823263,45.54265571,-0.34369466,1.013633244,-5.637229636,-5.018447746,-1.478668291,-9.899037329,1.474833041,19.17651719,7.779709563,-0.925645132,9.758974596,9.23374163,9.365185302,-4.364780316,22.75563734,-4.510865323,2.665038336,-3.846428691,6.254374614,-8.945174335,15.3771563,-11.60760919,8.820676491,-3.576248003,10.69996506,18.75970038,-10.47548316,3.19029324,8.345530771,20.26074983,3.08467827,-2.007518851
8.592279665,9.476676763,13.12817443,-2.42898562,9.828738149,-13.77059138,4.417093404,17.85829718,-1.577906128,17.94471061,1.510786368,21.46483536,6.130934048,-22.08699355,9.619596643,-7.588569775,-8.9202865,20.61153478,12.21613451,2.412053842,3.114226118,-12.74507609,-4.843141899,21.37248606,5.415200019,5.072907488,16.63384315,19.43169815,-22.8378938,-2.985162488,6.215763107,5.853326018,-4.46123254,-13.90910161,-8.943547158,-6.88251673,-2.279123846,6.486095941,-7.888301562,10.58448575,8.233917724,9.488784363,-8.243646408,-8.166899214,-5.965996814,38.88532803,0.27672849,-2.70465454,14.16238731,-6.964057734,-0.21155134
11.89790619,14.34869688,23.03527723,-0.401174487,14.49844491,-10.19917941,5.002766908,13.8622436,-48.65313566,16.88371777,0.472576865,9.796088254,10.70752825,0.048507531,4.415537011,-7.701519276,-4.450625353,5.087763772,51.79947641,-0.297723769,11.09319457,-3.446567217,-5.354723567,-19.35988849,10.59810854,7.224211469,11.58440457,22.19431625,-3.835474412,11.02132292,4.67040296,19.35194403,-4.708091897,-1.190740675,0.200404749,26.28560482,-2.44045037,6.562928352,-3.562494846,0.545274741,-3.651336139,15.57480287,-7.920876516,16.08351712,-7.128041875,1.309144903,4.684095404,-14.31285432,18.47966498,2.075218432,6.18489498
13.86073335,11.54198205,9.097434527,13.87095665,13.22388341,-3.037444055,4.139416239,10.51001135,-18.6364175,14.40294302,0.184303945,22.77255661,4.389328248,10.19756064,8.980086499,-7.84559286,7.255612893,13.7704884,28.05323911,4.344543932,-6.261944494,1.356249571,-4.853026419,-13.99868295,-11.55533103,3.06125123,14.41460477,16.08193395,-14.23266129,9.165237019,9.226812415,-2.505370212,-3.081649957,13.91210205,-4.64025666,-8.787925584,-3.830597429,5.628735877,-8.917511044,20.92522245,-8.6913443,1.751989786,-13.09257802,23.6420442,11.34905772,-17.99655482,9.270576799,11.98631678,18.05482727,-17.62926475,0.063565403
13.06453054,22.05374433,28.28630318,1.058927191,9.038434627,20.36814145,7.742006732,20.9868278,-7.105335655,12.93699828,0.211800975,9.555485002,7.374078565,13.40452974,13.54807039,-9.582133609,-18.19920336,7.288221776,25.31298949,4.363240793,-8.809424247,-4.555053091,-4.868928523,29.93209427,-18.80320843,2.251713393,11.73610437,-4.38863975,0.506012999,5.711919773,2.171767221,-4.728333844,-4.265682969,34.22781609,0.467753462,-4.389090133,-2.917617579,7.295394537,-4.905053837,-0.935634039,8.135471908,0.534728935,-1.34405461,6.013787953,2.722298402,3.957345214,-8.296107986,-9.870569891,10.878076,18.6141992,-7.556545322
15.25307731,3.931465562,54.42869404,6.406208358,11.59597457,-2.372822855,5.222948118,15.66302375,-35.96579882,17.59709517,3.939099834,18.18345115,12.34748998,18.1453412,11.3968698,-9.692818737,-12.54129875,3.246769963,0.881098489,5.285792015,2.262105808,-11.31673491,-7.790027303,12.55687473,-11.37959572,3.980417206,19.26226059,12.04213139,-6.688810525,7.443072963,4.380659974,3.800409784,-4.494775506,14.01981039,8.919260029,1.084782083,-4.63898255,6.005393388,-5.032308726,11.72762066,8.355137111,10.17370038,-9.451408667,42.06789017,11.9085432,23.05705121,12.7432066,-12.30838913,25.99883909,5.196497741,-2.523099282
12.4432415,11.83512889,-17.18288918,-1.973222754,10.99254383,-3.569935009,4.591116563,15.90624025,-21.56241911,17.53422873,-0.551556241,24.31732236,10.82089793,8.967541894,-0.955408771,-8.205569614,4.991308507,-21.26784728,14.43855852,2.869317588,3.924073775,-8.271343798,-4.701830098,-0.135022569,-17.29747387,5.481002468,13.44255334,21.88943762,-3.08825189,-9.504496574,11.42613074,0.639839639,-2.836055699,4.778391361,2.196987905,9.253770822,-3.343165893,3.778656995,-2.813639291,15.57404567,-8.550363985,-1.739976459,-13.10608262,-13.5470532,9.613031579,-18.63220637,-4.158656252,0.682050227,6.526602293,-15.95464406,6.845183949
14.27248006,6.310020921,27.00784743,10.30935858,19.65925644,-25.83074774,2.5790754,16.52247099,-22.25153963,14.14107616,-0.628807644,3.017676575,-2.351679623,-0.923495955,15.26588304,-7.555003452,-24.55630537,-0.525875411,63.38723756,6.945802051,3.50963558,-11.63217935,-5.918780113,17.88294551,-2.87145892,10.30146888,14.30243565,16.84805071,16.08192819,7.773817389,7.08563191,17.10901197,-4.631379177,-8.080755974,2.133704986,19.11009419,-3.330920681,7.86374677,-2.73971802,-17.99717947,2.991014724,8.449046962,-6.703270975,25.94065584,11.43816064,23.22350883,5.845045136,8.51664487,14.14211466,41.74166193,-8.37544343
16.17168473,15.10808885,2.750588581,9.764978613,12.3564017,6.395501983,5.404470145,12.1341161,-16.1080005,17.17789855,2.262816253,24.62949189,6.544636872,0.963258584,5.626267372,-7.255511247,-3.937000043,6.693453366,12.05893767,5.838791867,-11.45987451,-5.319655462,-5.252053756,-1.593274266,-11.63003969,7.022986945,14.96679531,16.50565312,-0.657252123,-16.70922003,11.48206636,-4.250721038,-2.47510342,6.024809753,-1.2539047,-2.200440947,-2.793992059,6.991373352,-9.072235794,21.12894317,-2.016436571,4.265434854,-9.382804325,-10.12523428,2.772685066,-17.89487492,3.370147283,4.818766091,-0.052807971,-11.19940176,-1.943864853
10.37542092,25.93214344,4.487768661,4.746778419,8.856896009,7.066955898,4.005260611,19.13533062,-16.70629017,16.61177904,0.445449454,29.8892527,10.06416392,-3.486772764,-1.689684074,-8.542940691,-11.4707325,18.81987387,16.7681795,4.251773723,2.801981485,-10.16606493,-6.486661811,13.99250233,-15.47771529,8.29641479,17.44416659,13.72021826,17.53858226,-0.923861941,5.862973321,-8.871402344,-4.20412585,25.99789206,-11.00641926,6.486785657,-3.93810148,8.415307018,-4.796306137,33.47529508,2.206028056,0.513549321,-5.428382515,34.64258463,18.13547353,35.99921588,-0.520124867,-20.5664489,19.92702436,38.54053644,0.687002445
8.438751205,3.700168236,-17.54598078,15.33675701,17.36488207,-19.537576,4.606126196,17.99255586,-13.30957277,16.26583899,3.424977317,15.26428372,5.180934424,-20.26886788,4.628612252,-7.651825536,10.3444244,-12.40685938,-4.512659078,3.712726722,-12.72527194,5.114200044,-4.740410622,9.721226618,1.393239191,6.750761651,13.25492752,-3.690082987,0.050127969,2.548654323,8.898750882,5.676169049,-1.587458212,-2.936940979,2.438961306,18.36322312,-4.298281121,5.295933092,-7.240852319,-1.665383421,-3.434748038,4.569643913,-11.50790081,13.93131332,20.05336706,0.386752788,5.303728092,17.48886499,19.41662703,32.96164968,-6.736782445
12.78197921,12.3274277,11.35336377,3.351179228,6.003662753,-4.523368344,4.702423751,11.2921205,3.170223551,14.37354466,1.191837078,8.74623582,7.880040085,-28.11830252,-9.731559638,-8.915864438,2.27453453,-4.117962066,9.856860948,3.346388855,-3.803485772,-10.03082151,-5.777891374,-6.178465929,-29.18961391,2.86580803,3.05336731,15.65603342,4.518244852,-12.6905239,6.206547069,-5.02501408,-3.864403481,2.703729738,1.162480012,1.957467882,-4.382749094,4.355696365,-2.32522712,-17.47579268,3.851588979,-0.940929073,-9.13584964,7.92307174,16.12800182,21.42433384,6.429721913,-2.61002001,13.92201878,4.174595903,-1.16645574
11.86058943,11.81931738,22.37767582,4.621818564,14.36852723,-12.25572611,2.508930952,17.79339316,-7.219400525,15.31942858,1.450159948,11.81778669,9.322300344,1.345821317,11.32010937,-8.058209451,-7.509234102,17.45346081,-2.998496991,3.075758177,-0.508935087,-13.4558153,-6.031041726,13.84032612,7.508740471,3.194362937,13.57962585,39.21893126,-5.390442077,-0.80396026,5.740210927,9.190915419,-4.097434969,33.85412546,-4.4801343,3.02744708,-3.215635046,6.094115558,-7.907227927,-26.06488047,-8.023157282,8.216357715,-12.58986548,1.539102161,6.516399303,-29.2675356,6.740142412,6.400057391,9.758554431,12.87421944,-0.042507542
10.85846025,21.84848254,-10.3246862,12.70934603,17.56944956,-3.397625572,6.054874621,15.68497905,-24.88114648,14.6317016,3.975574936,23.97544668,8.418697165,-20.14890588,24.02545708,-9.930721151,-4.283684395,15.71573614,38.38585589,5.878620209,7.283579966,3.410973884,-3.457958968,-3.778205993,1.985415013,0.549458884,15.86434368,9.763720732,-5.895097759,-7.754509936,11.56283824,3.322514217,-2.314987909,19.44447515,-23.30617995,-8.027252698,-2.664323269,5.797937538,-3.667388543,43.33015187,-4.573064546,7.505458704,-7.935510583,-5.052390458,12.2143565,15.84816379,-7.38453529,1.949291124,29.93824696,30.58774731,5.218971162
11.21594004,6.863210619,52.15089636,8.978265034,6.496483246,-9.140420614,5.632581281,19.94901523,-10.97467665,16.43053127,-0.614333709,11.41817983,7.104475135,6.511077667,8.754052329,-5.322669294,-17.00036714,9.752672828,42.45611323,4.817507165,-14.07132174,-8.488987891,-5.746897166,-0.980137849,2.201797022,8.380115852,17.55866659,24.22928582,12.91236532,-1.929963518,6.063739699,0.475621117,-4.219877204,8.548534176,3.377805417,11.01646064,-1.686469356,6.698032455,-8.753244308,-9.23345357,-15.30408654,5.751585777,-9.344631686,37.16490367,11.58270475,12.03082427,6.147730772,-8.070459432,12.52970402,-6.949755808,2.819851215
10.51074967,15.64275617,2.067935746,11.2609075,13.38043877,5.000706667,5.962489146,15.74742135,-7.180392556,14.85755549,2.742833636,-9.131860762,3.783847425,9.836494153,12.702808,-8.286298822,-27.78107805,-2.153523094,25.05790595,2.186304114,1.623564184,-18.93867576,-4.963080374,20.73690985,-10.43647916,2.448368731,2.746140275,18.61232721,10.62748945,7.069084648,7.898276146,-3.912111526,-4.717426792,17.43472299,-14.64016521,-0.204437561,-4.286017414,5.690208233,-3.850024815,-19.82866045,3.997481757,8.759770606,-16.5367032,21.41927894,8.779554813,16.61126015,-13.11051012,0.150284195,11.92011967,4.364607025,-6.524453771
15.00044624,22.77104303,-26.13216277,14.82666544,16.27582622,-2.480841775,3.868046278,17.78744912,-9.261209647,16.70906724,-0.462710427,36.77980513,8.194029774,37.30096227,2.509476981,-6.548489255,9.622463803,19.78923176,21.02471349,1.51434957,-7.049471971,-13.97678842,-3.427047497,4.040070659,-21.91550363,9.573666971,17.70329226,31.40169928,-11.58716544,1.238961501,7.086594361,5.613712315,-2.992669856,30.29812188,-12.03616349,11.67983978,-4.099220934,6.367056091,-4.154216322,-16.50042831,-9.446774856,4.664101546,-8.644448911,10.10806767,2.734139115,8.165612301,13.77170768,-16.70688507,18.93048994,11.67459822,4.562200334
16.38746328,11.14551267,14.04926388,7.731412066,17.04542275,-3.705903213,2.191510517,22.00225692,-20.16815778,15.17801047,0.416386877,39.21801465,3.907398328,10.74428936,-1.808538805,-7.878147467,-15.04790431,-8.39116754,-1.345937235,1.517663609,0.911032015,-15.13689453,-4.249690173,2.410538599,-8.594554871,6.629355418,21.82937182,32.16561876,-10.54996224,4.219451883,8.727370487,13.94558883,-4.526668488,5.248859011,-8.581321713,1.216470257,-2.542281946,8.296359493,-3.74763353,-14.09612789,-20.76253654,-2.620762035,-17.32276562,37.56796052,9.380283476,28.73446097,2.497594377,-1.310466822,16.8007231,47.74887985,-1.370728977
15.86630095,8.501778627,59.82120325,10.08554369,18.92376431,-0.906213192,8.50935498,23.82058022,-41.7207622,13.56715035,-1.32660808,-7.478884391,4.716053062,0.576467272,1.07069516,-9.55398834,-6.810340541,6.168023596,51.70208602,1.252778998,6.674136973,-0.43814073,-4.530717474,-4.106038321,6.999484697,13.05622495,15.79504361,24.53219003,5.703789185,-4.82057983,11.57414687,5.616992281,-1.756921731,14.59514796,-10.33999606,13.01142725,-3.039140984,5.682630049,-3.526855825,29.48078475,-6.291643527,-2.089349043,-13.7511414,26.05860285,13.46343336,-13.96103758,5.14695823,4.151571432,21.19981462,-11.67343568,-4.993362444
11.2283278,11.73672767,45.79701838,2.59439211,20.74455425,-21.33872446,7.623191929,12.44046729,3.712279349,16.6418977,1.043138301,2.480102012,10.03691184,-4.131636107,4.17608461,-7.813057474,-2.196354725,15.32516319,17.36982728,-3.149228507,7.259326391,-8.155028491,-5.778566058,0.802076546,-13.38714166,7.419907243,19.03395082,-3.777361123,-9.178556947,-3.565857309,6.534743167,-8.655920786,-1.31199926,14.21490134,-12.99156934,-4.58599592,-4.319377557,5.365909635,-5.535044259,-3.423578556,-4.717590957,5.969662387,-8.767467212,42.27608429,3.30544407,-18.33625494,-0.148104342,21.0383155,24.39499422,26.43585495,-1.051365463
16.66930393,15.67092593,39.87808552,9.011900484,12.80736517,-15.38056383,4.523963625,16.24158669,-12.24938743,15.60600116,1.211986747,10.05845573,9.905885586,-15.49535395,11.50602496,-7.342283983,-6.251702548,-4.006220268,8.11348994,3.170405046,2.745823913,-3.414423235,-7.045563535,4.022355245,1.921337245,4.260446973,15.05333653,36.71959265,11.19356599,2.272590963,9.70296642,10.76698069,-3.126555937,19.90286662,-0.661212913,19.33286557,-3.69653227,3.432458218,-6.163633501,20.41109287,5.767402369,5.486236869,-2.922735549,24.54568991,8.507243363,-11.57241792,4.899443326,-2.378571076,24.38670652,57.00499863,1.198498236
11.71822209,6.675058042,30.81106544,4.521062881,7.968145136,8.162379927,2.889999535,11.2904928,0.559736211,14.24565507,-1.910483298,27.02129953,7.535458908,-1.939608254,13.3763558,-7.484751736,1.511057067,11.17359789,29.85392418,2.362475698,12.18815595,-8.306436522,-5.720631415,20.26494927,0.821211124,3.436337101,14.4838578,18.87179085,3.315350047,3.545752924,5.372204208,0.652835213,-1.638193553,-8.653389562,-10.71998793,2.061704928,-4.998989514,7.159368512,-4.526832032,7.639121505,0.987395572,17.65766627,-12.56576512,21.57269848,0.423091254,31.23056358,-5.743954913,8.441914615,16.22757296,-59.22481938,0.819762043
18.36440918,22.28293163,24.73193993,13.72273903,8.385470027,-2.733021914,4.97451364,18.5857788,-4.154762123,14.07258823,-1.686909273,24.52186295,9.500037943,-3.623776875,7.862648394,-6.492553554,-7.141441742,-4.335640246,51.99070665,2.663517224,6.657731829,-6.069277667,-6.895131967,11.98737668,4.506406072,5.619539583,10.01513716,17.91012064,12.17783805,4.955513828,4.962730699,3.810614497,0.107989872,0.616721384,-3.628041825,-5.216914512,-6.239358376,5.462891883,-6.119600436,18.90934392,4.884588238,2.578123191,-6.99671732,5.926183562,5.64521046,-3.51760117,-5.462556683,-9.65105989,10.85474179,13.6286935,1.146246976
14.45888367,12.72737605,8.034865746,6.039500447,15.09410929,-0.726718398,5.208439597,17.90784014,-15.42789383,13.83022519,1.605701841,-0.578518706,7.194093821,-7.278019166,6.790690832,-7.45968509,-0.11942573,7.70265828,24.6179176,6.283086482,6.52558171,-17.54373106,-5.791144113,20.29799204,1.409969787,9.574542811,9.758882157,38.34383342,25.34244728,14.02057705,8.42320065,-2.122748556,-2.646459296,8.834601616,-1.291689566,-2.989810016,-4.76348661,6.080320282,-8.098493967,16.40747502,-8.398989072,-0.77213711,-8.067254343,0.512877831,11.48972763,4.222426649,7.499386577,-16.38382203,8.727426145,-23.3025852,-4.965936302
11.15241048,-4.5566085,-11.82150702,6.490594735,4.615020784,-17.52096742,1.838484614,14.44618982,-7.549080292,15.12079436,0.238620644,12.96258198,6.000685664,-4.31577236,11.86209947,-7.396113373,-18.19736963,-5.948661228,3.49762329,5.899760353,1.303315777,-12.54116074,-5.35751042,4.488528505,-4.473340038,5.293071659,6.656845904,25.48756346,9.566862186,8.390508525,9.07133135,16.63250533,-2.39060863,19.27888671,-5.481106557,13.93393142,-4.872576342,6.925980568,-5.590509543,20.0698332,4.561363111,-1.923544439,-12.18534348,22.86833325,10.53017787,-6.528594481,1.805406857,26.48136752,18.44539146,-34.76600724,-5.736285294
9.915140041,6.119073573,-25.09585142,6.295085317,14.19373527,15.6263361,4.808537346,12.88900039,-11.11765788,16.82383345,-2.776610251,29.25257435,11.16983464,6.833558605,4.320545592,-8.218275551,5.079735476,16.52365868,15.68491966,1.5268249,10.94114403,-8.020821753,-4.667223658,0.620594951,-4.93014536,4.470647836,19.46134619,39.50374875,-4.549584191,14.06715822,13.21387114,8.882499881,-2.475121236,-8.620977639,-7.724489382,3.974957891,-1.603615974,5.173601279,-8.730834232,4.827116915,-0.766866514,1.213108198,-16.02473874,26.18327596,9.640928522,-5.527023129,5.938730599,-13.42618032,16.26719955,-6.36176413,2.1522374
